Replay 1|false|1443
2745.818115234375,79.8563003540039,-351.3808898925781|0.969649076461792,-1.1480084793902279e-07,-0.24450087547302246|1.1188303972176072e-07,1,-2.5822235016903505e-08|Freefall
2746.319091796875,79.88392639160156,-351.50726318359375|0.969649612903595,-1.0689090146343005e-07,-0.24449864029884338|1.0417328155654104e-07,1,-2.4046418189982433e-08|Landed
2746.847412109375,80.06948852539062,-351.6404724121094|0.9696500897407532,-9.89876625112629e-08,-0.24449676275253296|9.647006038449035e-08,1,-2.2272120148159047e-08|Landed
2747.5302734375,80.22323608398438,-351.8125915527344|0.9696506261825562,-8.911804627587117e-08,-0.24449476599693298|8.685022123700037e-08,1,-2.0056381444533145e-08|Running
2748.345458984375,80.2772216796875,-352.0181579589844|0.9696511030197144,-7.728836237674841e-08,-0.244492769241333|7.531991030873542e-08,1,-1.7400619611862567e-08|Running
2749.5263671875,80.0863265991211,-352.3134765625|0.9697827696800232,-5.778269596135033e-08,-0.24397015571594238|5.631327226751637e-08,1,-1.2997723786156712e-08|Running
2750.0498046875,79.91167449951172,-352.4443359375|0.969851553440094,-4.739531078712389e-08,-0.24369637668132782|4.619716520437578e-08,1,-1.0631750591016953e-08|Running
2750.7041015625,79.61671447753906,-352.60791015625|0.9699376821517944,-3.2799452043263955e-08,-0.24335341155529022|3.1987053006332644e-08,1,-7.289823855671784e-09|Running
2751.3203125,79.57752227783203,-352.7596435546875|0.9702553749084473,-6.86516843373397e-09,-0.2420835644006729|6.7639764900206956e-09,1,-1.249088499299944e-09|Running
2751.870849609375,79.57723999023438,-352.8995361328125|0.9697880744934082,5.4778933389343365e-08,-0.24394889175891876|-5.313285811325841e-08,1,1.3327881021041321e-08|Running
2752.41162109375,79.57723999023438,-353.06756591796875|0.9673595428466797,3.1052732651914994e-07,-0.25340771675109863|-3.010816840287589e-07,1,7.605559915191407e-08|Running
2753.060546875,79.65000915527344,-353.3094787597656|0.9622093439102173,9.602186992196948e-07,-0.272310733795166|-9.275002526010212e-07,1,2.4886753635655623e-07|Running
2753.5908203125,79.87555694580078,-353.55255126953125|0.9523119926452637,0.000003598632929424639,-0.3051259517669678|-0.000003449818677836447,1,0.0000010268847745464882|Running
2754.09912109375,80.18421173095703,-353.8576354980469|0.9379066228866577,0.000006980988928262377,-0.34688785672187805|-0.000006622576620429754,1,0.000002218672079834505|Running
2754.6796875,80.58824157714844,-354.2939758300781|0.9147594571113586,0.000009858094017545227,-0.4039989709854126|-0.000009170870725938585,1,0.0000036360343074193224|Running
2755.2255859375,80.98682403564453,-354.7976989746094|0.881701648235321,0.000014463506886386313,-0.4718073904514313|-0.000013055806448392104,1,0.000006257173026824603|Running
2755.558349609375,81.2543716430664,-355.17608642578125|0.8523113131523132,0.000018681201254366897,-0.5230348110198975|-0.00001641368908167351,1,0.000008970010640041437|Running
2755.934814453125,81.5814208984375,-355.6868591308594|0.8136336207389832,0.000019520877685863525,-0.5813779234886169|-0.000016493773728143424,1,0.000010494015441508964|Running
2756.38330078125,81.9466323852539,-356.3250732421875|0.7704436779022217,0.000013662842320627533,-0.6375080943107605|-0.000010917819054157007,1,0.000008237194379034918|Running
2756.921630859375,82.30972290039062,-357.09417724609375|0.726725161075592,0.000008151640031428542,-0.6869283318519592|-0.000006095193384680897,1,0.000005418482942332048|Running
2757.552734375,82.65538787841797,-357.9757385253906|0.6882243752479553,0.000004068338057550136,-0.7254979014396667|-0.000002867293233066448,1,0.000002887667733375565|Running
2757.9453125,82.89842224121094,-358.5090637207031|0.6710193157196045,0.000002401720848865807,-0.7414398789405823|-0.0000016437070371466689,1,0.0000017516751995572122|Running
2758.418701171875,83.20710754394531,-359.1437683105469|0.6558742523193359,0.000001047571799972502,-0.7548701763153076|-6.961549843254033e-07,1,7.828918455743406e-07|Running
2758.818115234375,83.46549224853516,-359.6694030761719|0.646691083908081,5.934828664067027e-07,-0.7627519965171814|-3.880478516293806e-07,1,4.490788114708266e-07|Running
2759.29736328125,83.77401733398438,-360.29962158203125|0.6381765007972717,3.157932155772869e-07,-0.7698900699615479|-2.0369749620385846e-07,1,2.4133089482347714e-07|Running
2759.70361328125,84.02486419677734,-360.82891845703125|0.6329094171524048,1.9418776275870187e-07,-0.7742258906364441|-1.2412317573762266e-07,1,1.4934794023702125e-07|Running
2760.115478515625,84.26283264160156,-361.36395263671875|0.6288246512413025,1.489407992494307e-07,-0.7775471210479736|-9.434383230200183e-08,1,1.1525355603225762e-07|Running
2760.532958984375,84.47501373291016,-361.9079284667969|0.6253657937049866,1.4053956931547873e-07,-0.7803317308425903|-8.851969823808759e-08,1,1.0916176051978255e-07|Running
2761.046142578125,84.67376708984375,-362.5701904296875|0.6224725842475891,1.2438985663720814e-07,-0.782641589641571|-7.79594415689644e-08,1,9.693101077346e-08|Running
2761.560302734375,84.8040542602539,-363.2425537109375|0.6195082068443298,1.2323903320066165e-07,-0.7849901914596558|-7.687751946150456e-08,1,9.632321251729081e-08|Running
2761.8173828125,84.8526382446289,-363.5791320800781|0.6181785464286804,1.137808069984203e-07,-0.7860376834869385|-7.083792041839843e-08,1,8.90419400434439e-08|Running
2762.334228515625,84.91663360595703,-364.2539978027344|0.6159915328025818,1.059234264744191e-07,-0.7877527475357056|-6.566403243368768e-08,1,8.311609889233296e-08|Running
2762.681396484375,84.92682647705078,-364.7003479003906|0.6154676079750061,1.1238216757192276e-07,-0.7881621718406677|-6.949182562721035e-08,1,8.832217446297363e-08|Running
2763.12890625,84.86910247802734,-365.24432373046875|0.6182070374488831,1.0734311928217721e-07,-0.7860153317451477|-6.633230498209741e-08,1,8.439532450665865e-08|Running
2763.50048828125,84.78998565673828,-365.6689758300781|0.6232004165649414,2.0322801219663233e-07,-0.7820621728897095|-1.2652641601107462e-07,1,1.5903684413842711e-07|Running
2763.8876953125,84.745849609375,-366.0805358886719|0.6313818693161011,4.886686610916513e-07,-0.7754720449447632|-3.076549148772756e-07,1,3.796666874222865e-07|Running
2764.3974609375,84.71857452392578,-366.5711364746094|0.6469467282295227,0.0000013442640920402482,-0.7625351548194885|-8.626082603768737e-07,1,0.000001031037641041621|Running
2764.93359375,84.71500396728516,-367.0334777832031|0.666896641254425,0.0000024510343337169616,-0.7451502084732056|-0.0000016130668427649653,1,0.0000018456483985573868|Running
2765.4951171875,84.7090835571289,-367.4647521972656|0.6903668642044067,0.0000036458700378716458,-0.7234594821929932|-0.0000024756682250881568,1,0.000002677068778211833|Running
2765.96240234375,84.70460510253906,-367.78466796875|0.7110914587974548,0.000004624909706762992,-0.7030995488166809|-0.000003229187313991133,1,0.0000033119949875981547|Running
2766.448486328125,84.70185852050781,-368.07470703125|0.736015260219574,0.000006605489943467546,-0.6769649982452393|-0.00000476482182421023,1,0.000004577058916765964|Running
2766.952880859375,84.70393371582031,-368.33135986328125|0.7614001035690308,0.000008433269613306038,-0.6482822895050049|-0.000006278176442719996,1,0.000005634992703562602|Running
2767.467041015625,84.70947265625,-368.56976318359375|0.7849677205085754,0.0000085370793385664,-0.6195366382598877|-0.000006553934326802846,1,0.000005475789748743409|Running
2767.85498046875,84.71387481689453,-368.7427673339844|0.8008381128311157,0.000007831683433323633,-0.5988808870315552|-0.000006147719432192389,1,0.000004856316991208587|Running
2768.50244140625,84.7302017211914,-369.02874755859375|0.8235751390457153,0.0000060274292081885505,-0.5672071576118469|-0.000004890286163572455,1,0.00000352589154317684|Running
2769.2822265625,84.76875305175781,-369.36077880859375|0.8464403748512268,0.000004527154487732332,-0.5324835181236267|-0.000003791476274273009,1,0.000002474998836987652|Running
2769.928955078125,84.81317901611328,-369.6449279785156|0.8603782653808594,0.0000030619855806435226,-0.5096560716629028|-0.0000026132670427614357,1,0.000001596346578480734|Running
2770.574462890625,84.86318969726562,-369.93023681640625|0.870948076248169,0.0000017804342178351362,-0.49137505888938904|-0.0000015435405202879338,1,8.874902164279774e-07|Running
2771.210205078125,84.91622924804688,-370.2379455566406|0.876785933971405,7.380666033895977e-07,-0.4808809161186218|-6.466734703280963e-07,1,3.5574805679061683e-07|Running
2771.957275390625,84.98053741455078,-370.6379699707031|0.878409743309021,-8.661944050913917e-09,-0.47790831327438354|5.399475089262751e-09,1,-8.200300882776901e-09|Running
2772.323486328125,85.00963592529297,-370.85223388671875|0.8771515488624573,-5.963327964764176e-08,-0.48021361231803894|5.151083115606525e-08,1,-3.009175841839351e-08|Running
2772.799072265625,85.04370880126953,-371.158447265625|0.8728951811790466,2.408050363555958e-07,-0.4879078269004822|-2.1089256563300296e-07,1,1.1624722162650869e-07|Running
2773.265380859375,85.07316589355469,-371.4792175292969|0.8669859170913696,7.02838690358476e-07,-0.498332679271698|-6.133352599135833e-07,1,3.4331625897721096e-07|Running
2773.727783203125,85.10027313232422,-371.8057861328125|0.8606368899345398,9.439846735403989e-07,-0.5092191696166992|-8.193611051865446e-07,1,4.689774186772411e-07|Running
2774.189208984375,85.12319946289062,-372.1340637207031|0.8546431660652161,8.876209562913573e-07,-0.5192157626152039|-7.654277851543156e-07,1,4.4962681045035424e-07|Running
2774.6484375,85.13944244384766,-372.4654541015625|0.84895259141922,7.392183647425554e-07,-0.5284690260887146|-6.328173185465857e-07,1,3.822105725248548e-07|Running
2775.221923828125,85.14969635009766,-372.88128662109375|0.8424290418624878,5.829614337926614e-07,-0.5388072729110718|-4.947660272591747e-07,1,3.083777073698002e-07|Running
2775.678466796875,85.15249633789062,-373.2168273925781|0.8375488519668579,4.957763621860067e-07,-0.5463624596595764|-4.1820459273367305e-07,1,2.663242923972575e-07|Running
2776.248779296875,85.1531982421875,-373.63726806640625|0.8320578932762146,3.920073652352585e-07,-0.5546887516975403|-3.284211800291814e-07,1,2.140694306262958e-07|Running
2776.704833984375,85.15389251708984,-373.9739685058594|0.828235924243927,3.070514935643587e-07,-0.5603795647621155|-2.559594634021778e-07,1,1.6962910365236894e-07|Running
2777.394287109375,85.15850067138672,-374.471435546875|0.8244418501853943,1.720978843877674e-07,-0.5659466981887817|-1.4242439760892012e-07,1,9.661202682309522e-08|Running
2777.858642578125,85.1643295288086,-374.7958679199219|0.8234536051750183,1.205476820587137e-07,-0.5673835873603821|-9.920746890657028e-08,1,6.848088673905295e-08|Running
2779.15234375,85.18521881103516,-375.6634521484375|0.825727641582489,1.0453415200117888e-07,-0.5640690326690674|-8.461837808226846e-08,1,6.14506632246048e-08|Running
2779.636962890625,85.1932373046875,-375.95574951171875|0.8313484191894531,3.86651436201646e-07,-0.555751621723175|-3.2054356324806577e-07,1,2.16226212046422e-07|Running
2780.268310546875,85.2031478881836,-376.2752380371094|0.8428292870521545,0.0000014393222045328002,-0.5381810069084167|-0.0000012077153996870038,1,7.830530535102298e-07|Running
2780.919189453125,85.21162414550781,-376.553955078125|0.8577269315719604,0.0000027744304134103004,-0.5141055583953857|-0.000002361695806030184,1,0.0000014563941022061044|Running
2781.452392578125,85.21719360351562,-376.7439880371094|0.8719437718391418,0.000004149747383053182,-0.48960599303245544|-0.000003584593514460721,1,0.0000020918523659929633|Running
2781.997314453125,85.22071838378906,-376.8971862792969|0.8879980444908142,0.0000060094935179222375,-0.45984721183776855|-0.000005278828211885411,1,0.0000028746594580297824|Running
2782.690185546875,85.22291564941406,-377.0421142578125|0.9085105061531067,0.000008038725354708731,-0.41786205768585205|-0.000007216930953291012,1,0.000003546787638697424|Running
2783.390625,85.22393798828125,-377.1479797363281|0.9277071356773376,0.000008878168955561705,-0.3733087480068207|-0.000008144311323121656,1,0.000003543000730132917|Running
2783.95263671875,85.22434997558594,-377.2177734375|0.9405941963195801,0.000008290563528134953,-0.3395328223705292|-0.000007722174814261962,1,0.0000030251292173488764|Running
2784.515869140625,85.21528625488281,-377.28179931640625|0.9511340856552124,0.000006812326319050044,-0.3087781071662903|-0.00000642944405626622,1,0.000002257488404211472|Running
2785.0791015625,85.2000961303711,-377.34307861328125|0.9596267342567444,0.000005317230716173071,-0.2812766134738922|-0.000005073665761301527,1,0.0000015941792526064091|Running
2785.642333984375,85.17901611328125,-377.4034423828125|0.9663757681846619,0.000004048812115797773,-0.2571339011192322|-0.0000038965677049418446,1,0.000001101618636312196|Running
2786.20556640625,85.16106414794922,-377.4637451171875|0.971707820892334,0.0000030213752779673086,-0.2361862063407898|-0.0000029269563128764275,1,7.50377580516215e-07|Running
2786.6279296875,85.1495132446289,-377.50897216796875|0.9749404788017273,0.000002402528252787306,-0.22246599197387695|-0.000002336652642043191,1,5.593254854829866e-07|Running
2787.19140625,85.13455963134766,-377.56927490234375|0.9784697890281677,0.0000017410147847840562,-0.20639021694660187|-0.000001700512825664191,1,3.736337532700418e-07|Running
2787.613525390625,85.12328338623047,-377.6172180175781|0.980546772480011,0.0000013486057923728367,-0.19628554582595825|-0.0000013205975619712262,1,2.735715156632068e-07|Running
2788.314453125,85.0819091796875,-377.7077941894531|0.9829318523406982,6.853529725958651e-07,-0.183970108628273|-6.732536803610856e-07,1,1.2822985695493117e-07|Running
2788.869873046875,85.01245880126953,-377.7934265136719|0.983917236328125,2.962037797260564e-07,-0.17862491309642792|-2.9162220016587526e-07,1,5.1905722386891284e-08|Running
2789.548095703125,84.84900665283203,-377.94061279296875|0.9832408428192139,1.8200376317167866e-08,-0.1823115199804306|-1.9319529087624687e-08,1,-4.3627181867123e-09|Running
2790.21728515625,84.66867065429688,-378.1275939941406|0.9802660942077637,6.725672392349225e-07,-0.19768241047859192|-6.615155143663287e-07,1,1.2194304588319937e-07|Running
2790.882568359375,85.7419662475586,-378.32965087890625|0.9765211343765259,0.000004517851721175248,-0.21542155742645264|-0.000004427984094945714,1,8.997789677778201e-07|Jumping
2791.40771484375,86.53929901123047,-378.51458740234375|0.9697920083999634,0.000006441249752242584,-0.24393321573734283|-0.000006295500043052016,1,0.000001377114813294611|Freefall
2792.291015625,87.80348205566406,-378.92559814453125|0.9472897052764893,0.000015217189684335608,-0.32037830352783203|-0.000014648218893853482,1,0.000004185937541478779|Freefall
2792.65380859375,88.29417419433594,-379.1353759765625|0.935957133769989,0.000017113703506765887,-0.3521139919757843|-0.00001634130057937,1,0.000005165793936612317|Freefall
2793.3466796875,89.18360900878906,-379.61395263671875|0.9119362235069275,0.000015487201380892657,-0.4103319048881531|-0.000014489009117824025,1,0.000005542217877518851|Freefall
2794.11767578125,90.0662841796875,-380.2361145019531|0.884128749370575,0.000011535177691257559,-0.46724334359169006|-0.000010468862456036732,1,0.000004878304935118649|Freefall
2794.77587890625,90.69003295898438,-380.7726745605469|0.8634220957756042,0.00000779436231823638,-0.5044821500778198|-0.000006895880687807221,1,0.0000036479125355981523|Freefall
2795.55517578125,91.26274108886719,-381.3859558105469|0.8452380299568176,0.000003876110895362217,-0.5343900322914124|-0.000003341575620652293,1,0.0000019680085188156227|Freefall
2796.117431640625,91.56963348388672,-381.8162536621094|0.8360766768455505,0.0000021480275336216437,-0.5486125946044922|-0.000001823498564590409,1,0.0000011363990779500455|Freefall
2796.688232421875,91.79137420654297,-382.23565673828125|0.830405592918396,9.524069923827483e-07,-0.5571593642234802|-7.994293582669343e-07,1,5.179064146432211e-07|Freefall
2797.146240234375,91.9074478149414,-382.5691223144531|0.8271987438201904,5.043252713221591e-07,-0.5619094967842102|-4.1622953972364485e-07,1,2.847802420546941e-07|Freefall
2797.60693359375,91.96902465820312,-382.8995361328125|0.8249755501747131,3.097484011505003e-07,-0.5651684403419495|-2.500130165117298e-07,1,1.831202069979554e-07|Freefall
2798.06787109375,91.97610473632812,-383.2286071777344|0.8233708143234253,2.233387306205259e-07,-0.5675036907196045|-1.7684857311905944e-07,1,1.3696256928596995e-07|Freefall
2798.52978515625,91.92868041992188,-383.5570068359375|0.8221428394317627,1.896723205163653e-07,-0.5692812204360962|-1.4945683801670384e-07,1,1.1733646232414685e-07|Freefall
2798.993408203125,91.82675170898438,-383.8828125|0.8214738965034485,1.6431653193649254e-07,-0.5702461004257202|-1.3002838272768713e-07,1,1.0083648760428332e-07|Freefall
2799.34130859375,91.71454620361328,-384.1266784667969|0.8211743831634521,1.2678071925620316e-07,-0.5706773400306702|-1.0100654890266014e-07,1,7.681524749614255e-08|Freefall
2799.80615234375,91.51725006103516,-384.4512023925781|0.8209395408630371,8.063057777007998e-08,-0.5710151195526123|-6.552758691213967e-08,1,4.6997694624906217e-08|Freefall
2800.27099609375,91.26544952392578,-384.77581787109375|0.8207559585571289,3.633770262467806e-08,-0.571278989315033|-3.1581844694983374e-08,1,1.8234027621133464e-08|Freefall
2800.850830078125,90.87406158447266,-385.18194580078125|0.8205183148384094,-1.6838653138506743e-08,-0.5716202259063721|9.04412988944614e-09,1,-1.6475587116815404e-08|Freefall
2801.201904296875,90.59835815429688,-385.4215087890625|0.8209057450294495,-4.542182097111436e-08,-0.5710636973381042|3.0693914965240765e-08,1,-3.541638449178208e-08|Freefall
2801.79931640625,90.07071685791016,-385.8017883300781|0.8244515061378479,8.590187405843608e-08,-0.56593257188797|-7.818867686637532e-08,1,3.7882777803588397e-08|Freefall
2802.413330078125,89.45792388916016,-386.15496826171875|0.8318700790405273,6.059181600903685e-07,-0.5549704432487488|-5.050220579505549e-07,1,3.3480233696536743e-07|Freefall
2803.046630859375,88.75997924804688,-386.4703063964844|0.8444897532463074,0.000001987805035241763,-0.5355716943740845|-0.000001668692561906937,1,0.0000010803618124555214|Freefall
2803.569580078125,88.14030456542969,-386.6870422363281|0.8579882979393005,0.0000038728603612980805,-0.5136691927909851|-0.0000032908130833675386,1,0.0000020429122287168866|Freefall
2804.10595703125,87.46612548828125,-386.8667297363281|0.8744133114814758,0.000006660481176368194,-0.4851817786693573|-0.00000574860860069748,1,0.0000033674414225970395|Freefall
2804.6533203125,86.73745727539062,-387.00848388671875|0.8927192091941833,0.000010112194104294758,-0.45061343908309937|-0.000008884818271326367,1,0.0000048390616029792|Freefall
2805.209228515625,85.95428466796875,-387.111572265625|0.9113969802856445,0.000013435874279821292,-0.4115283191204071|-0.00001202886505780043,1,0.000006008828222547891|Freefall
2805.912109375,84.89867401123047,-387.1869201660156|0.9335457682609558,0.000016461131963296793,-0.3584582507610321|-0.00001509501726104645,1,0.000006609537194890436|Freefall
2806.618896484375,83.7579116821289,-387.20892333984375|0.9534302949905396,0.00001840587538026739,-0.301613450050354|-0.000017269891031901352,1,0.000006432859208871378|Freefall
2807.18505859375,82.78398895263672,-387.1977844238281|0.9662391543388367,0.000018309405277250335,-0.2576468288898468|-0.000017448825019528158,1,0.00000562657351110829|Freefall
2807.7509765625,81.75556182861328,-387.1789245605469|0.9760568141937256,0.000016173744370462373,-0.21751582622528076|-0.00001560971577418968,1,0.000004311304110160563|Freefall
2808.317138671875,80.67263793945312,-387.156494140625|0.9833531975746155,0.000013163289622752927,-0.18170452117919922|-0.00001283482833969174,1,0.0000029835273380740546|Freefall
2809.02490234375,79.24234771728516,-387.1241760253906|0.9898338913917542,0.000009709433470561635,-0.14222830533981323|-0.000009557762496115174,1,0.000001749555735841568|Freefall
2809.59033203125,78.03679656982422,-387.0950927734375|0.9933940172195435,0.0000075978027780365665,-0.11475344747304916|-0.000007519200153183192,1,0.0000011178277645740309|Freefall
2810.38720703125,76.12628936767578,-387.0525817871094|0.9943853616714478,0.0000022961589820624795,-0.10581951588392258|-0.0000022798319605499273,1,2.752571504061052e-07|Freefall
2810.751953125,75.12505340576172,-387.032958984375|0.9944165349006653,6.814041739744425e-07,-0.10552625358104706|-6.777109433642181e-07,1,7.085698427999887e-08|Freefall
2811.203857421875,73.74237823486328,-387.0086669921875|0.9944233298301697,-3.888307276156411e-08,-0.10546211153268814|3.793143221741957e-08,1,-1.1029281488106335e-08|Freefall
2811.5166015625,72.66960144042969,-386.9918518066406|0.994424045085907,-1.217743346160205e-07,-0.10545538365840912|1.2065754617651692e-07,1,-1.6969934790722618e-08|Freefall
2812.0751953125,70.43209838867188,-386.9618225097656|0.9944242238998413,-1.2464639098652697e-07,-0.10545378923416138|1.2411203442752594e-07,1,-1.1629493812392866e-08|Freefall
2812.47265625,68.47383117675781,-386.9404602050781|0.9944242238998413,-1.2703694096671825e-07,-0.105453722178936|1.2698737350547162e-07,1,-7.184353556510814e-09|Freefall
2812.681396484375,67.25799560546875,-386.9292297363281|0.9944242238998413,-1.284700346104728e-07,-0.105453722178936|1.2871110754986148e-07,1,-4.51954740299243e-09|Freefall
2812.86767578125,66.01151275634766,-386.9192199707031|0.9944242238998413,-1.2990223297038028e-07,-0.105453722178936|1.3043373314758355e-07,1,-1.856448994530524e-09|Freefall
2813.12890625,63.865909576416016,-386.9051818847656|0.9944242238998413,-1.3228716966295906e-07,-0.105453722178936|1.3330232206953951e-07,1,2.578255831053866e-09|Freefall
2813.2548828125,62.762184143066406,-386.8984069824219|0.9944242238998413,-8.175534560450615e-08,-0.105453722178936|8.260356310074712e-08,1,3.675904913791328e-09|Landed
2813.434326171875,62.957489013671875,-386.8887634277344|0.9944242238998413,1.9211125135143448e-08,-0.105453722178936|-1.8696455938993495e-08,1,5.8690829973784275e-09|Landed
2813.500244140625,63.124427795410156,-386.8852233886719|0.9944242238998413,8.645018567676743e-08,-0.105453722178936|-8.615764812702764e-08,1,7.3296333447103734e-09|Running
2813.5205078125,63.200225830078125,-386.8841552734375|0.9944242238998413,8.362270165207519e-08,-0.105453722178936|-8.360175485222499e-08,1,4.619031379604621e-09|Running
2813.52099609375,63.20245361328125,-386.8841247558594|0.9944242238998413,8.07977897920864e-08,-0.105453722178936|-8.104818505216826e-08,1,1.910890112810648e-09|Running
2813.52099609375,63.134517669677734,-386.8841247558594|0.9944242238998413,7.797528667197184e-08,-0.105453722178936|-7.849679661831033e-08,1,-7.949370606219475e-10|Running
2813.52099609375,63.06767654418945,-386.8841247558594|0.9944242238998413,7.515519229173151e-08,-0.105453722178936|-7.594758955065117e-08,1,-3.498452416650366e-09|Running
2813.52099609375,63.0753288269043,-386.8841247558594|0.9944242238998413,7.233751375679276e-08,-0.105453722178936|-7.340055674376345e-08,1,-6.199657676120296e-09|Running
2813.52099609375,63.0864143371582,-386.8841247558594|0.9944242238998413,6.952224396172824e-08,-0.105453722178936|-7.08557053030745e-08,1,-8.89855478192203e-09|Running
2813.52099609375,63.09347152709961,-386.8841247558594|0.9944242238998413,6.670937580111058e-08,-0.105453722178936|-6.831302812315698e-08,1,-1.1595146176546223e-08|Running
2813.52099609375,63.097434997558594,-386.8841247558594|0.9944242238998413,6.38989092749398e-08,-0.105453722178936|-6.577251809858353e-08,1,-1.4289432748171293e-08|Running
2813.52099609375,63.10025405883789,-386.8841247558594|0.9944242238998413,5.968771432662834e-08,-0.105453722178936|-6.196582802431294e-08,1,-1.8326547390756787e-08|Running
2813.52099609375,63.101104736328125,-386.8841247558594|0.9944242238998413,5.6883251886574726e-08,-0.105453722178936|-5.94307465462407e-08,1,-2.10150830071143e-08|Running
2813.52099609375,63.101558685302734,-386.8841247558594|0.9944242238998413,5.408119108096798e-08,-0.105453722178936|-5.6897832223512523e-08,1,-2.3701320017721628e-08|Running
2813.52099609375,63.101802825927734,-386.8841247558594|0.9944242238998413,5.128152125166707e-08,-0.105453722178936|-5.436708505612842e-08,1,-2.638526197529245e-08|Running
2813.52099609375,63.101932525634766,-386.8841247558594|0.9944242238998413,4.8484245951385674e-08,-0.105453722178936|-5.183849793866102e-08,1,-2.906691065618361e-08|Running
2813.52099609375,63.10200500488281,-386.8841247558594|0.9944242238998413,4.568935807469643e-08,-0.105453722178936|-4.9312074423824015e-08,1,-3.174626783675194e-08|Running
2813.52099609375,63.10204315185547,-386.8841247558594|0.9944242238998413,4.289686117431302e-08,-0.105453722178936|-4.678780740619004e-08,1,-3.4423337069711124e-08|Running
2813.52099609375,63.102054595947266,-386.8841247558594|0.9944242238998413,4.150150800796837e-08,-0.105453722178936|-4.552648391609182e-08,1,-3.5761015482194125e-08|Running
2813.52099609375,63.10206985473633,-386.8841247558594|0.9944242238998413,3.871258869025951e-08,-0.105453722178936|-4.300545342061923e-08,1,-3.843465279373959e-08|Running
2813.52099609375,63.10207748413086,-386.8841247558594|0.9944242238998413,3.5926053243429124e-08,-0.105453722178936|-4.048657942234968e-08,1,-4.110600571038958e-08|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,3.175071938699148e-08,-0.105453722178936|-3.671230430768446e-08,1,-4.5108759394452136e-08|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,3.03601304096901e-08,-0.105453722178936|-3.545528670656495e-08,1,-4.64418690171442e-08|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,2.7580734140997265e-08,-0.105453722178936|-3.2942867989049773e-08,1,-4.91063829599625e-08|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,2.4803714637755547e-08,-0.105453722178936|-3.0432595110596594e-08,1,-5.1768619613312694e-08|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,2.2029068347251268e-08,-0.105453722178936|-2.792446629484857e-08,1,-5.4428582529908454e-08|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,1.925679349312759e-08,-0.105453722178936|-2.5418479765448865e-08,1,-5.708627170974978e-08|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,1.648688474631399e-08,-0.105453722178936|-2.2914635522397475e-08,1,-5.974168715283668e-08|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,1.3719345659524151e-08,-0.105453722178936|-2.0412931789337563e-08,1,-6.239483241188282e-08|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,1.0954171791865974e-08,-0.105453722178936|-1.791336501355545e-08,1,-6.504571103960188e-08|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,9.572471704188956e-09,-0.105453722178936|-1.666438365077738e-08,1,-6.637030480760586e-08|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,5.4309126085172466e-09,-0.105453722178936|-1.2920641445646197e-08,1,-7.034068261191351e-08|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,4.051572410901372e-09,-0.105453722178936|-1.1673794375610669e-08,1,-7.166300974859041e-08|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,1.2946616001485722e-09,-0.105453722178936|-9.181698068516653e-09,1,-7.430597293023311e-08|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,-2.836288093277517e-09,-0.105453722178936|-5.4475464139613905e-09,1,-7.826618286799203e-08|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,-5.5873123905314515e-09,-0.105453722178936|-2.9607714058244028e-09,1,-8.090349723488544e-08|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,-8.33598523541923e-09,-0.105453722178936|-4.761218641569087e-10,1,-8.353856628673384e-08|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,-1.245459113619063e-08,-0.105453722178936|3.246871216333602e-09,1,-8.748694568794235e-08|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,-1.793785564530026e-08,-0.105453722178936|8.20344059349054e-09,1,-9.274358347965972e-08|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,-2.2044154945888295e-08,-0.105453722178936|1.1915308739673947e-08,1,-9.668016787145461e-08|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,-2.6145190901161186e-08,-0.105453722178936|1.562241891406302e-08,1,-1.0061171451525297e-07|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,-3.024097239290313e-08,-0.105453722178936|1.9324778222085115e-08,1,-1.0453822341105479e-07|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,-3.569384787738272e-08,-0.105453722178936|2.425387712889915e-08,1,-1.0976573605603335e-07|Running
