Replay 1|false|1443
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,-4.11374081465965e-08,-0.105453722178936|2.9174552551580746e-08,1,-1.1498433138967812e-07|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,-4.3855699516370805e-08,-0.105453722178936|3.163173900588845e-08,1,-1.1759028240021507e-07|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,-4.928531538439529e-08,-0.105453722178936|3.653980940043766e-08,1,-1.227955124250002e-07|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,-5.470565156429075e-08,-0.105453722178936|4.1439495390704906e-08,1,-1.2799185356016096e-07|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,-5.876482589428633e-08,-0.105453722178936|4.5108762947165815e-08,1,-1.318832687502436e-07|Running
2813.52099609375,63.102081298828125,-386.8841247558594|0.9944242238998413,-1.8663429912635365e-08,-0.105453722178936|1.4698463779438953e-08,1,-3.8376278155283217e-08|Running
2813.465576171875,63.105506896972656,-386.8512268066406|0.9285102486610413,0.00046658195788040757,0.37130650877952576|-0.0004677687829826027,0.9999998807907104,-0.00008686574437888339|Running
2813.343994140625,63.383968353271484,-386.7546081542969|0.6830722689628601,0.0005252984701655805,0.7303506135940552|-0.00046790982014499605,0.9999998211860657,-0.0002816211199387908|Running
2813.019775390625,63.809669494628906,-386.49713134765625|0.22989247739315033,0.00029065721901133657,0.9732159972190857|-0.00011319539771648124,0.9999999403953552,-0.0002719174954108894|Running
2812.710693359375,63.94019317626953,-386.2626647949219|-0.024137573316693306,0.00018229240959044546,0.9997086524963379|-0.000019716972019523382,1,-0.00018282158998772502|Running
2812.51220703125,64.14599609375,-386.1033630371094|-0.2396904081106186,-0.006319805514067411,0.9708288311958313|-0.0005903661367483437,0.999979555606842,0.00636381097137928|Running
2812.36572265625,65.25335693359375,-385.9801025390625|-0.4302644431591034,-0.007454909384250641,0.9026721119880676|-0.0008799724746495485,0.9999688863754272,0.007839011028409004|Jumping
2812.15966796875,66.80365753173828,-385.8059387207031|-0.6655752062797546,-0.0073383706621825695,0.7462946772575378|-0.0009748645825311542,0.9999593496322632,0.008963251486420631|Jumping
2811.982177734375,68.13249206542969,-385.6554260253906|-0.825400710105896,-0.00561275240033865,0.5645193457603455|-0.0004917316255159676,0.9999573230743408,0.009223133325576782|Jumping
2811.863037109375,69.01837921142578,-385.5545654296875|-0.9054769277572632,-0.003680578665807843,0.42437946796417236|0.00022478374012280256,0.9999580979347229,0.009152094833552837|Jumping
2811.592529296875,71.01162719726562,-385.3266296386719|-0.9971662163734436,0.0025202701799571514,0.07518768310546875|0.003186865011230111,0.9999566674232483,0.008747084997594357|Jumping
2811.408447265625,72.06807708740234,-385.1886901855469|-0.9961264729499817,0.0012776956427842379,0.08792253583669662|0.0015701533993706107,0.9999934434890747,0.003257232951000333|Freefall
2811.2236328125,72.85191345214844,-385.0546875|-0.9883320927619934,0.0002870001189876348,0.1523139625787735|0.00038597267121076584,0.9999997615814209,0.0006202264339663088|Freefall
2810.946044921875,73.75504302978516,-384.8553161621094|-0.9735584855079651,0.00002242591835965868,0.22843784093856812|-0.000005206052264838945,1,-0.00012035796680720523|Freefall
2810.616943359375,74.572998046875,-384.62103271484375|-0.9563604593276978,0.000015399111362057738,0.29218947887420654|-0.000008152990631060675,1,-0.00007938790076877922|Freefall
2810.235595703125,75.30580139160156,-384.352783203125|-0.9392825961112976,0.000016637515727779828,0.34314465522766113|0.000011161429938510992,1,-0.000017933485651155934|Freefall
2809.80126953125,75.95345306396484,-384.05145263671875|-0.9235042929649353,0.000012107539077987894,0.38358813524246216|0.000011996300600003451,1,-0.00000268231519839901|Freefall
2809.51513671875,76.30116271972656,-383.85491943359375|-0.914905309677124,0.000009463506103202235,0.40366849303245544|0.000009594031325832475,1,-0.0000016991076563499519|Freefall
2809.1044921875,76.71708679199219,-383.5746154785156|-0.9044733047485352,0.000006634080364165129,0.42653021216392517|0.000006461924840550637,1,-0.0000018508455923438305|Freefall
2808.659912109375,77.07852172851562,-383.2734375|-0.8950160145759583,0.000004773365617438685,0.4460340142250061|0.0000044176681512908544,1,-0.0000018372635395280668|Freefall
2808.192138671875,77.38545227050781,-382.9577941894531|-0.8865501284599304,0.00000351281028088124,0.46263253688812256|0.000003152876388412551,1,-0.00000155118209477223|Freefall
2807.72216796875,77.63787841796875,-382.6408996582031|-0.8790316581726074,0.000002601599817353417,0.47676339745521545|0.000002304820554854814,1,-0.0000012072854360667407|Freefall
2807.134521484375,77.87677764892578,-382.2446594238281|-0.8707818984985352,0.0000017952628468265175,0.49166953563690186|0.000001578443971084198,1,-8.558237141187419e-07|Freefall
2806.669921875,78.00658416748047,-381.9207763671875|-0.8642860054969788,0.0000014804139709667652,0.5030007362365723|0.0000012935340691910824,1,-7.205369456642075e-07|Freefall
2806.213623046875,78.0818862915039,-381.5850524902344|-0.8569833040237427,0.0000015157436337176478,0.5153442025184631|0.0000013138570693627116,1,-7.563684221167932e-07|Freefall
2805.7744140625,78.10269165039062,-381.229248046875|-0.8428323268890381,0.0000034336878798058024,0.5381762385368347|0.0000029342222660488915,1,-0.0000017849737332653604|Freefall
2805.2646484375,78.05206298828125,-380.7463684082031|-0.8076042532920837,0.000013878970094083343,0.5897247791290283|0.00001153790708485758,1,-0.000007733959137112834|Freefall
2805.031494140625,78.08595275878906,-380.42144775390625|-0.7748165130615234,0.00002666919317562133,0.632186233997345|0.000021492018277058378,1,-0.000015844734662096016|Landed
2804.84716796875,78.27973937988281,-379.7950134277344|-0.6909696459770203,0.00006628115806961432,0.7228837609291077|0.00004912467920803465,1,-0.000044734020775649697|Landed
2804.86083984375,78.46842956542969,-379.2460021972656|-0.6082509160041809,0.00007462259236490354,0.7937448024749756|0.000051148443162674084,1,-0.00005481800326379016|Running
2804.950439453125,78.64058685302734,-378.6936950683594|-0.5169632434844971,0.00007258437835844234,0.8560075759887695|0.000043842457671416923,1,-0.00005831658563693054|Running
2805.0859375,78.7808609008789,-378.1468811035156|-0.42197081446647644,0.00006944271444808692,0.9066094160079956|0.00003532724440447055,1,-0.00006015341205056757|Running
2805.25244140625,78.88787078857422,-377.6065368652344|-0.32808318734169006,0.00006323176785372198,0.9446488618850708|0.000026117862944374792,1,-0.000057865880080498755|Running
2805.438720703125,78.96734619140625,-377.07232666015625|-0.23894913494586945,0.00005424241680884734,0.9710320830345154|0.00001733885073917918,1,-0.000051593877287814394|Running
2805.79833984375,79.06632232666016,-376.1494140625|-0.09446468204259872,0.00004066588735440746,0.9955282211303711|0.000006686895630991785,1,-0.00004021403947263025|Running
2806.0615234375,79.11754608154297,-375.4925537109375|-0.009068023413419724,0.00003028272658411879,0.999958872795105|0.000002154557023459347,1,-0.00003026443300768733|Running
2806.3876953125,79.16580963134766,-374.70806884765625|0.07529299706220627,0.00001871011409093626,0.9971614480018616|-5.349348271010967e-07,1,-0.000018722983440966345|Running
2806.659423828125,79.1958236694336,-374.0540466308594|0.1318504810333252,0.00001300247913604835,0.991269588470459|-0.0000012164294957983657,1,-0.00001295519632549258|Running
2806.988525390625,79.21334075927734,-373.2701110839844|0.18673363327980042,0.000008115505806927104,0.9824106097221375|-0.0000012692395330304862,1,-0.000008019555934879463|Running
2807.225830078125,79.23587799072266,-372.60382080078125|0.2119106650352478,0.000003620721372499247,0.9772890210151672|-6.959364782233024e-07,1,-0.0000035539590044209035|Running
2807.404541015625,79.32801818847656,-371.9239501953125|0.21863757073879242,3.2053810627985513e-07,0.9758061170578003|-9.724725913429211e-08,1,-3.066963643050258e-07|Running
2807.565185546875,79.44514465332031,-370.8233337402344|0.17972242832183838,0.0000026512470867601223,0.9837173819541931|-5.03060562095925e-07,1,-0.0000026032230380224064|Running
2807.385986328125,79.67958068847656,-368.6817626953125|-0.10348126292228699,0.00003421434303163551,0.9946314096450806|0.000001411823518537858,1,-0.00003425213071750477|Running
2806.984375,80.10279846191406,-367.414794921875|-0.4330170452594757,0.00010293369268765673,0.9013857245445251|0.00003441690932959318,1,-0.00009766138828126714|Running
2806.312255859375,81.26123809814453,-366.2801818847656|-0.773859977722168,0.00010621432738844305,0.6333566904067993|0.00007497925980715081,1,-0.00007608805026393384|Running
2805.83154296875,81.8193359375,-365.8152770996094|-0.8655714392662048,0.000051585881010396406,0.5007854700088501|0.00004272118167136796,1,-0.000029169472327339463|Running
2805.25830078125,82.23894500732422,-365.44482421875|-0.9244503974914551,0.000031838397262617946,0.3813023567199707|0.000028922300771228038,1,-0.000013378268704400398|Running
2804.697509765625,82.53765869140625,-365.2071838378906|-0.9565632343292236,0.000024588267478975467,0.29152482748031616|0.00002317060534551274,1,-0.000008315304512507282|Running
2803.968505859375,82.8399887084961,-365.0262145996094|-0.9809407591819763,0.000018912727682618424,0.19430699944496155|0.000018401313354843296,1,-0.000004436951712705195|Running
2802.917236328125,83.17200469970703,-364.95062255859375|-0.9961155652999878,0.000012738406439893879,0.08805577456951141|0.000012651739780267235,1,-0.0000015423406694026198|Running
2802.0185546875,83.4198226928711,-365.01873779296875|-0.9997102618217468,0.00000787176668382017,0.024070214480161667|0.000007864903636800591,1,-3.798073180405481e-07|Running
2801.35498046875,83.61060333251953,-365.1423034667969|-0.9997166395187378,0.0000079617093433626,-0.023802876472473145|0.000007963670213939622,1,1.2431065954388032e-08|Running
2800.573974609375,83.85018157958984,-365.37530517578125|-0.9932993650436401,0.000020639285139623098,-0.11556980758905411|0.000020598659830284305,1,0.0000015458158486580942|Running
2799.469970703125,84.16512298583984,-365.89129638671875|-0.9585798978805542,0.0000363621256838087,-0.28482386469841003|0.000035511442547431216,1,0.000008150911526172422|Running
2798.9033203125,84.26447296142578,-366.2576599121094|-0.9205793738365173,0.00004484678720473312,-0.3905555009841919|0.00004246862226864323,1,0.000014725303117302246|Running
2798.54931640625,84.30789947509766,-366.6380615234375|-0.8720991611480713,0.00006198737537488341,-0.4893292188644409|0.000056432971177855507,1,0.000026101506591658108|Running
2798.286865234375,84.33977508544922,-367.26605224609375|-0.8001915812492371,0.0000689671142026782,-0.599744439125061|0.00005888608211535029,1,0.00003642711817519739|Running
2798.1279296875,84.3526840209961,-367.78057861328125|-0.7795940637588501,0.000021459181880345568,-0.626285195350647|0.00001721180342428852,1,0.000012839139344578143|Running
2798.075439453125,84.35595703125,-367.9509582519531|-0.7787483334541321,0.0000017366082829539664,-0.6273364424705505|0.0000011225198477404774,1,0.000001374777184537379|Running
2798.053955078125,84.35733795166016,-368.0214538574219|-0.7787073850631714,-0.0000030956316550145857,-0.627387285232544|-0.0000025695319436636055,1,-0.0000017448843436795869|Running
2798.053466796875,84.34416961669922,-368.0237121582031|-0.7787062525749207,-1.7674126695510495e-07,-0.6273887157440186|-1.2462882637009898e-07,1,-1.2702177798473713e-07|Running
2798.053466796875,84.34678649902344,-368.0237121582031|-0.7787062525749207,1.4381728874468536e-07,-0.6273887157440186|1.2793641701591696e-07,1,7.043863092803804e-08|Running
2798.053466796875,84.35118103027344,-368.0237121582031|-0.7787062525749207,1.3965535572424415e-07,-0.6273887157440186|1.1365467145196817e-07,1,8.153118358222855e-08|Running
2798.053466796875,84.3538589477539,-368.0237121582031|-0.7787062525749207,2.4214401150857157e-08,-0.6273887157440186|1.1957240531046409e-08,1,2.3754370914730316e-08|Running
2798.053466796875,84.3553466796875,-368.0237121582031|-0.7787062525749207,-9.112788745824218e-08,-0.6273887157440186|-8.965329101329189e-08,1,-3.397305903263259e-08|Running
2798.053466796875,84.35639953613281,-368.0237121582031|-0.7787062525749207,-1.254947648021698e-07,-0.6273887157440186|-1.1309614933452394e-07,1,-5.965373617300429e-08|Running
2798.053466796875,84.3567123413086,-368.0237121582031|-0.7787062525749207,-7.784993272252905e-08,-0.6273887157440186|-6.723474399450424e-08,1,-4.063480574245659e-08|Running
2798.053466796875,84.3568115234375,-368.0237121582031|-0.7787062525749207,-5.404279335152751e-08,-0.6273887157440186|-4.431873890098359e-08,1,-3.1131438760212404e-08|Running
2798.053466796875,84.35693359375,-368.0237121582031|-0.7787062525749207,-6.459030199579274e-09,-0.6273887157440186|1.4838945627815292e-09,1,-1.2136890603642314e-08|Running
2798.053466796875,84.35702514648438,-368.0237121582031|-0.7787062525749207,6.484037839982193e-08,-0.6273887157440186|7.011447422655692e-08,1,1.632448842769918e-08|Running
2798.053466796875,84.35704803466797,-368.0237121582031|-0.7787062525749207,1.1232253882553778e-07,-0.6273887157440186|1.1581931858017924e-07,1,3.527846814677105e-08|Running
2798.053466796875,84.3570556640625,-368.0237121582031|-0.7787062525749207,9.885777529916595e-08,-0.6273887157440186|1.0098675318204187e-07,1,3.222685052151064e-08|Running
2798.053466796875,84.35707092285156,-368.0237121582031|-0.7787062525749207,7.194551443490127e-08,-0.6273887157440186|7.134063650937605e-08,1,2.612752503239335e-08|Running
2798.053466796875,84.35707092285156,-368.0237121582031|-0.7787062525749207,4.505625383899314e-08,-0.6273887157440186|4.171985779066745e-08,1,2.0033418479670217e-08|Running
2798.053466796875,84.35707092285156,-368.0237121582031|-0.7787062525749207,1.8189975747873177e-08,-0.6273887157440186|1.2124390380563455e-08,1,1.3944522869735465e-08|Running
2798.053466796875,84.35707092285156,-368.0237121582031|-0.7787062525749207,-8.653342042919121e-09,-0.6273887157440186|-1.7445783484504318e-08,1,7.860834649875414e-09|Running
2798.053466796875,84.35707092285156,-368.0237121582031|-0.7787062525749207,-4.887531090957964e-08,-0.6273887157440186|-6.175367417426969e-08,1,-1.2549443706433294e-09|Running
2798.053466796875,84.35707092285156,-368.0237121582031|-0.7787062525749207,-7.566131188241343e-08,-0.6273887157440186|-9.126072342269254e-08,1,-7.325635209554093e-09|Running
2798.053466796875,84.35707092285156,-368.0237121582031|-0.7787062525749207,-8.90457272362255e-08,-0.6273887157440186|-1.0600478361766363e-07,1,-1.035903274271277e-08|Running
2798.053466796875,84.35707092285156,-368.0237121582031|-0.7787062525749207,-8.532811790473716e-08,-0.6273887157440186|-9.998612426898035e-08,1,-1.190377574289414e-08|Running
2798.053466796875,84.35707092285156,-368.0237121582031|-0.7787062525749207,-5.115742496286657e-08,-0.6273887157440186|-5.849990003525818e-08,1,-8.930964412456888e-09|Running
2798.053466796875,84.35707092285156,-368.0237121582031|-0.7787062525749207,-1.7015937103792567e-08,-0.6273887157440186|-1.70491301076936e-08,1,-5.960695936835236e-09|Running
2798.053466796875,84.35707092285156,-368.0237121582031|-0.7787062525749207,1.7096375870551128e-08,-0.6273887157440186|2.4366224593563857e-08,1,-2.9929700939845816e-09|Running
2798.053466796875,84.35707092285156,-368.0237121582031|-0.7787062525749207,5.1179537052803425e-08,-0.6273887157440186|6.574619249022362e-08,1,-2.7784779685346983e-11|Running
2798.053466796875,84.35707092285156,-368.0237121582031|-0.7787062525749207,8.523357308831692e-08,-0.6273887157440186|1.0709079845128144e-07,1,2.934860132697281e-09|Running
2798.053466796875,84.35707092285156,-368.0237121582031|-0.7787062525749207,8.73161027925562e-08,-0.6273887157440186|1.0874180844666625e-07,1,4.205005232904568e-09|Running
